pass	category	file	line	col	kind	message	tus_affected	sample_tu	source_line
compat64	ptr-truncation	src/JSystem/JAudio/JASystem/JASDvdThread.cpp	306	24	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JAudio/JASystem/JASDvdThread.cpp	(u32)call->unk24, call->unk28, call->unk2C, &aramDmaFinish2);
compat64	ptr-truncation	src/JSystem/JAudio/JASystem/JASDvdThread.cpp	327	23	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JAudio/JASystem/JASDvdThread.cpp	call->unk28 = (u32)src;
compat64	ptr-truncation	src/JSystem/JAudio/JASystem/JASDvdThread.cpp	348	23	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JAudio/JASystem/JASDvdThread.cpp	call->unk28 = (u32)src;
compat64	ptr-truncation	src/JSystem/JAudio/JASystem/JASHeapCtrl.cpp	332	50	error	cast from 'u8*' {aka 'unsigned char*'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JAudio/JASystem/JASHeapCtrl.cpp	mStart = (u8*)ALIGN_NEXT((u32)mem_start, 0x20);
compat64	ptr-truncation	src/JSystem/JAudio/JASystem/JASHeapCtrl.cpp	334	46	error	cast from 'u8*' {aka 'unsigned char*'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JAudio/JASystem/JASHeapCtrl.cpp	mSize  = mem_size - ((u32)mem_start & 0x1F);
compat64	ptr-truncation	src/JSystem/JAudio/JASystem/JASWaveArcLoader.cpp	22	34	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JAudio/JASystem/JASWaveArcLoader.cpp	sAramHeap.initMotherHeap((u32)var1, local_8, 0);
compat64	ptr-truncation	src/JSystem/JKernel/JKRAram.cpp	101	25	error	cast from 'u8*' {aka 'unsigned char*'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRAram.cpp	if (!IS_ALIGNED((u32)addr, 0x20) && !IS_ALIGNED(size, 0x20)) {
compat64	ptr-truncation	src/JSystem/JKernel/JKRAram.cpp	158	39	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRAram.cpp	JKRAramPcs(0, (u32)allocatedMem, bufSize, alignedSize, block);
compat64	ptr-truncation	src/JSystem/JKernel/JKRAram.cpp	172	31	error	cast from 'u8*' {aka 'unsigned char*'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRAram.cpp	JKRAramPcs(0, (u32)buf, bufSize, alignedSize, block);
compat64	ptr-truncation	src/JSystem/JKernel/JKRAram.cpp	222	46	error	cast from 'u8*' {aka 'unsigned char*'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRAram.cpp	u8* bufPtr = (u8*)ALIGN_NEXT((u32)buffer, 32);
compat64	ptr-truncation	src/JSystem/JKernel/JKRAram.cpp	223	40	error	cast from 'u8*' {aka 'unsigned char*'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRAram.cpp	JKRAramPcs(1, address, (u32)bufPtr, 32, nullptr);
compat64	ptr-truncation	src/JSystem/JKernel/JKRAram.cpp	249	40	error	cast from 'u8*' {aka 'unsigned char*'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRAram.cpp	JKRAramPcs(1, address, (u32)szpSpace, p3, nullptr);
compat64	ptr-truncation	src/JSystem/JKernel/JKRAram.cpp	275	40	error	cast from 'u8*' {aka 'unsigned char*'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRAram.cpp	JKRAramPcs(1, address, (u32)rv, p3, nullptr);
compat64	ptr-truncation	src/JSystem/JKernel/JKRAram.cpp	494	47	error	cast from 'u8*' {aka 'unsigned char*'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRAram.cpp	JKRAramPcs(1, srcAddress + srcOffset, (u32)buffer, ALIGN_NEXT(length, 0x20),
compat64	ptr-truncation	src/JSystem/JKernel/JKRAram.cpp	520	55	error	cast from 'u8*' {aka 'unsigned char*'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRAram.cpp	JKRAramPcs(1, (u32)(srcAddress + srcOffset), ((u32)dest + left),
compat64	ptr-truncation	src/JSystem/JKernel/JKRAramPiece.cpp	132	39	error	cast from 'JKRAMCommand*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRAramPiece.cpp	(*command->mCallback)((u32)command);
compat64	ptr-truncation	src/JSystem/JKernel/JKRAramStream.cpp	108	39	error	cast from 'u8*' {aka 'unsigned char*'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRAramStream.cpp	JKRAramPcs(0, (u32)buffer, destination, length, nullptr);
compat64	ptr-truncation	src/JSystem/JKernel/JKRAramStream.cpp	208	47	error	cast from 'u8*' {aka 'unsigned char*'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRAramStream.cpp	transBuffer = (u8*)ALIGN_NEXT((u32)buffer, 0x20);
compat64	ptr-truncation	src/JSystem/JKernel/JKRDecomp.cpp	46	47	error	cast from 'JKRDecompCommand*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRDecomp.cpp	(*command->mCallback)((u32)command);
compat64	ptr-truncation	src/JSystem/JKernel/JKRDvdAramRipper.cpp	135	54	error	cast from 'u8 (*)[64]' {aka 'unsigned char (*)[64]'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRDvdAramRipper.cpp	u8* bufPtr = (u8*)ALIGN_NEXT((u32)&buffer, 0x20);
compat64	ptr-truncation	src/JSystem/JKernel/JKRDvdAramRipper.cpp	212	44	error	cast from 'JKRADCommand*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRDvdAramRipper.cpp	command->mCallback((u32)command);
compat64	ptr-truncation	src/JSystem/JKernel/JKRDvdAramRipper.cpp	476	36	error	cast from 'u8*' {aka 'unsigned char*'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRDvdAramRipper.cpp	JKRAramPiece::orderSync(0, (u32)dmaBuf, param_1, size, nullptr);
compat64	ptr-truncation	src/JSystem/JKernel/JKRDvdArchive.cpp	115	39	error	cast from 'u32*' {aka 'unsigned int*'} to 'int' loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRDvdArchive.cpp	mDirectories = (SDIDirEntry*)((int)&mArcInfoBlock->num_nodes
compat64	ptr-truncation	src/JSystem/JKernel/JKRDvdArchive.cpp	117	40	error	cast from 'u32*' {aka 'unsigned int*'} to 'int' loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRDvdArchive.cpp	mFileEntries = (SDIFileEntry*)((int)&mArcInfoBlock->num_nodes
compat64	ptr-truncation	src/JSystem/JKernel/JKRDvdArchive.cpp	119	32	error	cast from 'u32*' {aka 'unsigned int*'} to 'int' loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRDvdArchive.cpp	mStrTable    = (char*)((int)&mArcInfoBlock->num_nodes
compat64	ptr-truncation	src/JSystem/JKernel/JKRDvdFile.cpp	153	16	error	cast from 'OSMessage' {aka 'void*'} to 's32' {aka 'int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRDvdFile.cpp	return (s32)m;
compat64	ptr-truncation	src/JSystem/JKernel/JKRDvdRipper.cpp	58	46	error	cast from 'u8*' {aka 'unsigned char*'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRDvdRipper.cpp	u8* bufPtr = (u8*)ALIGN_NEXT((u32)buffer, 32);
compat64	ptr-truncation	src/JSystem/JKernel/JKRDvdRipper.cpp	128	54	error	cast from 'u8*' {aka 'unsigned char*'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRDvdRipper.cpp	u8* bufPtr = (u8*)ALIGN_NEXT((u32)buffer, 32);
compat64	ptr-truncation	src/JSystem/JKernel/JKRExpHeap.cpp	238	44	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRExpHeap.cpp	u32 aligned   = ALIGN_NEXT((u32)content, align);
compat64	ptr-truncation	src/JSystem/JKernel/JKRExpHeap.cpp	239	43	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRExpHeap.cpp	u32 offset    = aligned - (u32)content;
compat64	ptr-truncation	src/JSystem/JKernel/JKRExpHeap.cpp	300	53	error	cast from 'JKRExpHeap::CMemBlock*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRExpHeap.cpp	newUsedBlock = (CMemBlock*)((u32)foundBlock + foundOffset);
compat64	ptr-truncation	src/JSystem/JKernel/JKRExpHeap.cpp	391	21	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRExpHeap.cpp	(u32)block->getContent() + block->mAllocatedSpace - size, align);
compat64	ptr-truncation	src/JSystem/JKernel/JKRExpHeap.cpp	392	28	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRExpHeap.cpp	usedSize = (u32)block->getContent() + block->mAllocatedSpace - start;
compat64	ptr-truncation	src/JSystem/JKernel/JKRExpHeap.cpp	702	29	error	cast from 'JKRExpHeap::CMemBlock*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRExpHeap.cpp	if ((u32)block + block->mAllocatedSpace + sizeof(CMemBlock)
compat64	ptr-truncation	src/JSystem/JKernel/JKRExpHeap.cpp	703	31	error	cast from 'JKRExpHeap::CMemBlock*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRExpHeap.cpp	> (u32)block->mNext) {
compat64	ptr-truncation	src/JSystem/JKernel/JKRExpHeap.cpp	852	27	error	cast from 'JKRExpHeap::CMemBlock*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRExpHeap.cpp	u32 endAddr     = (u32)(block + 1) + block->mAllocatedSpace;
compat64	ptr-truncation	src/JSystem/JKernel/JKRExpHeap.cpp	854	27	error	cast from 'JKRExpHeap::CMemBlock*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRExpHeap.cpp	u32 nextAddr    = (u32)next - (next->mFlags & 0x7f);
compat64	ptr-truncation	src/JSystem/JKernel/JKRExpHeap.cpp	1019	62	error	cast from 'JKRExpHeap::CMemBlock*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRExpHeap.cpp	block                  = (CMemBlock*)(size + (u32)this);
compat64	ptr-truncation	src/JSystem/JKernel/JKRExpHeap.cpp	1084	46	error	cast from 'JKRExpHeap::CMemBlock*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRExpHeap.cpp	checkCode += (u32)block * 3;
compat64	ptr-truncation	src/JSystem/JKernel/JKRExpHeap.cpp	1087	38	error	cast from 'JKRExpHeap::CMemBlock*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRExpHeap.cpp	checkCode += (u32)block * 3;
compat64	ptr-truncation	src/JSystem/JKernel/JKRHeap.cpp	74	28	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRHeap.cpp	*outUserRamSize  = (u32)arenaHi - (u32)arenaLo;
compat64	ptr-truncation	src/JSystem/JKernel/JKRHeap.cpp	74	43	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRHeap.cpp	*outUserRamSize  = (u32)arenaHi - (u32)arenaLo;
compat64	ptr-truncation	src/JSystem/JKernel/JKRHeap.cpp	198	21	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRHeap.cpp	u32 begin = (u32)memory;
compat64	ptr-truncation	src/JSystem/JKernel/JKRHeap.cpp	199	21	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRHeap.cpp	u32 end   = (u32)memory + size;
compat64	ptr-truncation	src/JSystem/JKernel/JKRHeap.cpp	206	28	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRHeap.cpp	dispose_subroutine((u32)begin, (u32)end);
compat64	ptr-truncation	src/JSystem/JKernel/JKRHeap.cpp	206	40	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRHeap.cpp	dispose_subroutine((u32)begin, (u32)end);
compat64	ptr-truncation	src/JSystem/JKernel/JKRMemArchive.cpp	27	18	error	cast from 'void*' to 's32' {aka 'int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRMemArchive.cpp	: JKRArchive((s32)buffer, MOUNT_MEM) // WTF?
compat64	ptr-truncation	src/JSystem/JKernel/JKRMemArchive.cpp	85	33	error	cast from 'void*' to 's32' {aka 'int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRMemArchive.cpp	if (check_mount_already((s32)param_1)) {
compat64	ptr-truncation	src/JSystem/JKernel/JKRMemArchive.cpp	88	19	error	cast from 'void*' to 's32' {aka 'int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRMemArchive.cpp	fixedInit((s32)param_1);
compat64	ptr-truncation	src/JSystem/JKernel/JKRMemArchive.cpp	151	38	error	cast from 'JKRArchive::SArcHeader*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRMemArchive.cpp	mArchiveData = (u8*)((u32)mArcHeader + mArcHeader->header_length
compat64	ptr-truncation	src/JSystem/JKernel/JKRMemArchive.cpp	171	31	error	cast from 'JKRArchive::SArcHeader*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRMemArchive.cpp	mArchiveData = (u8*)(((u32)mArcHeader + mArcHeader->header_length)
compat64	ptr-truncation	src/JSystem/JKernel/JKRSolidHeap.cpp	52	26	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRSolidHeap.cpp	u32 headerSize = (u32)mStart - (u32)this;
compat64	ptr-truncation	src/JSystem/JKernel/JKRSolidHeap.cpp	52	40	error	cast from 'JKRSolidHeap*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRSolidHeap.cpp	u32 headerSize = (u32)mStart - (u32)this;
compat64	ptr-truncation	src/JSystem/JKernel/JKRSolidHeap.cpp	53	37	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRSolidHeap.cpp	u32 newSize    = ALIGN_NEXT((u32)mCurStart - (u32)mStart, 0x20);
compat64	ptr-truncation	src/JSystem/JKernel/JKRSolidHeap.cpp	53	54	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRSolidHeap.cpp	u32 newSize    = ALIGN_NEXT((u32)mCurStart - (u32)mStart, 0x20);
compat64	ptr-truncation	src/JSystem/JKernel/JKRSolidHeap.cpp	57	37	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRSolidHeap.cpp	mEnd      = (void*)((u32)mStart + mSize);
compat64	ptr-truncation	src/JSystem/JKernel/JKRSolidHeap.cpp	89	48	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRSolidHeap.cpp	char* alignedStart = (char*)ALIGN_NEXT((u32)mCurStart, align);
compat64	ptr-truncation	src/JSystem/JKernel/JKRSolidHeap.cpp	111	46	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRSolidHeap.cpp	char* alignedEnd = (char*)ALIGN_PREV((u32)mCurEnd - size, align);
compat64	ptr-truncation	src/JSystem/JKernel/JKRThread.cpp	20	32	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRThread.cpp	(void*)((u32)mStackMemory + mStackSize), mStackSize,
compat64	ptr-truncation	src/JSystem/JKernel/JKRThread.cpp	34	25	error	cast from 'u32*' {aka 'unsigned int*'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRThread.cpp	mStackSize    = (u32)threadRecord->stackEnd - (u32)threadRecord->stackBase;
compat64	ptr-truncation	src/JSystem/JKernel/JKRThread.cpp	34	55	error	cast from 'u8*' {aka 'unsigned char*'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JKernel/JKRThread.cpp	mStackSize    = (u32)threadRecord->stackEnd - (u32)threadRecord->stackBase;
compat64	ptr-truncation	src/JSystem/JRenderer.cpp	283	24	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JRenderer.cpp	(u32) ((u32)OSPhysicalToCached(image) >> 5) |
compat64	ptr-truncation	src/JSystem/JRenderer.cpp	319	24	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JRenderer.cpp	(u32) ((u32)OSPhysicalToCached(tlut) >> 5) |
compat64	ptr-truncation	src/JSystem/JUtility/JUTDirectFile.cpp	36	40	error	cast from 'u8*' {aka 'unsigned char*'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JUtility/JUTDirectFile.cpp	mSectorStart = (u8*)ALIGN_NEXT((u32)mBuffer, DVD_MIN_TRANSFER_SIZE);
compat64	ptr-truncation	src/JSystem/JUtility/JUTException.cpp	618	42	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/JSystem/JUtility/JUTException.cpp	void* begin  = (void*)ALIGN_PREV((u32)end - size, 32);
compat64	ptr-truncation	src/JSystem/JUtility/JUTException.cpp	619	42	error	cast from 'void*' to 's32' {aka 'int'} loses precision [-fpermissive]	1	src/JSystem/JUtility/JUTException.cpp	void* object = (void*)ALIGN_PREV((s32)begin - sizeof(JUTExternalFB), 32);
compat64	ptr-truncation	src/JSystem/JUtility/JUTTexture.cpp	57	36	error	cast from 'const ResTIMG*' to 'int' loses precision [-fpermissive]	1	src/JSystem/JUtility/JUTTexture.cpp	mTexData = (void*)((int)mTexInfo + mTexInfo->imageDataOffset);
compat64	ptr-truncation	src/JSystem/JUtility/JUTTexture.cpp	60	44	error	cast from 'const ResTIMG*' to 'int' loses precision [-fpermissive]	1	src/JSystem/JUtility/JUTTexture.cpp	mTexData = (void*)((int)mTexInfo + 0x20);
compat64	ptr-truncation	src/MSound/MSound.cpp	101	40	error	cast from 'void*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/MSound/MSound.cpp	u32 addr                     = (u32)base;
compat64	ptr-truncation	src/Map/MapCollisionEntry.cpp	83	38	error	cast from 's16*' {aka 'short int*'} to 'int' loses precision [-fpermissive]	1	src/Map/MapCollisionEntry.cpp	= (s16*)((int)mCollisionGroups[i].mIndices + (u8*)hdr);
compat64	ptr-truncation	src/Map/MapCollisionEntry.cpp	85	37	error	cast from 'u8*' {aka 'unsigned char*'} to 'int' loses precision [-fpermissive]	1	src/Map/MapCollisionEntry.cpp	= (u8*)((int)mCollisionGroups[i].unkC + (u8*)hdr);
compat64	ptr-truncation	src/Map/MapCollisionEntry.cpp	87	37	error	cast from 'u8*' {aka 'unsigned char*'} to 'int' loses precision [-fpermissive]	1	src/Map/MapCollisionEntry.cpp	= (u8*)((int)mCollisionGroups[i].unk10 + (u8*)hdr);
compat64	ptr-truncation	src/Map/MapCollisionEntry.cpp	91	46	error	cast from 's16*' {aka 'short int*'} to 'int' loses precision [-fpermissive]	1	src/Map/MapCollisionEntry.cpp	= (s16*)((int)mCollisionGroups[i].mAdditionalDatas
compat64	ptr-truncation	src/Map/MapMakeList.cpp	259	23	error	cast from 'TBGCheckListWarp*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/Map/MapMakeList.cpp	u32 offset = ((u32)l - (u32)r);
compat64	ptr-truncation	src/Map/MapMakeList.cpp	259	32	error	cast from 'TBGCheckListWarp*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/Map/MapMakeList.cpp	u32 offset = ((u32)l - (u32)r);
compat64	ptr-truncation	src/Map/MapMirror.cpp	447	23	error	cast from 'const ResTIMG*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/Map/MapMirror.cpp	= (u32)&source + source.imageDataOffset - (u32)&target;
compat64	ptr-truncation	src/Map/MapMirror.cpp	447	63	error	cast from 'ResTIMG*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/Map/MapMirror.cpp	= (u32)&source + source.imageDataOffset - (u32)&target;
compat64	ptr-truncation	src/Map/PollutionManager.cpp	154	63	error	cast from 'TPollutionManager::TPollutionInfo*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/Map/PollutionManager.cpp	= (TPollutionLayerInfo*)((u8*)info->mLayerInfos + (u32)info);
compat64	ptr-truncation	src/Map/PollutionManager.cpp	157	46	error	cast from 'TPollutionManager::TPollutionInfo*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/Map/PollutionManager.cpp	mLayerInfos[i].mHeightMap += (u32)info;
compat64	ptr-truncation	src/MarioUtil/PacketUtil.cpp	354	29	error	cast from 'PacketUserData_MatColor*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/MarioUtil/PacketUtil.cpp	packet->setUserArea((u32)userData);
compat64	ptr-truncation	src/MarioUtil/PacketUtil.cpp	369	29	error	cast from 'PacketUserData_OneTevColor*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/MarioUtil/PacketUtil.cpp	packet->setUserArea((u32)userData);
compat64	ptr-truncation	src/MarioUtil/PacketUtil.cpp	387	29	error	cast from 'PacketUserData_TwoTevColor*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/MarioUtil/PacketUtil.cpp	packet->setUserArea((u32)userData);
compat64	ptr-truncation	src/MarioUtil/PacketUtil.cpp	408	29	error	cast from 'PacketUserData_ThreeTevColor*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/MarioUtil/PacketUtil.cpp	packet->setUserArea((u32)userData);
compat64	ptr-truncation	src/MarioUtil/PacketUtil.cpp	423	29	error	cast from 'PacketUserData_DisplayList*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/MarioUtil/PacketUtil.cpp	packet->setUserArea((u32)userData);
compat64	ptr-truncation	src/MarioUtil/PacketUtil.cpp	447	29	error	cast from 'PacketUserData_Fog*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/MarioUtil/PacketUtil.cpp	packet->setUserArea((u32)userData);
compat64	ptr-truncation	src/MarioUtil/PacketUtil.cpp	462	29	error	cast from 'PacketUserData_OneTevKColor*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/MarioUtil/PacketUtil.cpp	packet->setUserArea((u32)userData);
compat64	ptr-truncation	src/MarioUtil/PacketUtil.cpp	480	29	error	cast from 'PacketUserData_TwoTevKColor*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/MarioUtil/PacketUtil.cpp	packet->setUserArea((u32)userData);
compat64	ptr-truncation	src/MarioUtil/PacketUtil.cpp	515	29	error	cast from 'PacketUserData_OneTevKColorAndFog*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/MarioUtil/PacketUtil.cpp	packet->setUserArea((u32)userData);
compat64	ptr-truncation	src/MarioUtil/PacketUtil.cpp	534	29	error	cast from 'PacketUserData_OneTevColorAndOneTevKColor*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/MarioUtil/PacketUtil.cpp	packet->setUserArea((u32)userData);
compat64	ptr-truncation	src/MarioUtil/PacketUtil.cpp	557	29	error	cast from 'PacketUserData_TwoTevColorAndOneTevKColor*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/MarioUtil/PacketUtil.cpp	packet->setUserArea((u32)userData);
compat64	ptr-truncation	src/MoveBG/Item.cpp	875	74	error	cast from 'TShine*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/MoveBG/Item.cpp	param_1, &mPosition, -1, 0.0f, true, appearWithTimeCallback, (u32)this,
compat64	ptr-truncation	src/MoveBG/MapObjLib.cpp	828	16	error	cast from 'TTakeActor*' to 'int' loses precision [-fpermissive]	1	src/MoveBG/MapObjLib.cpp	return (int)((TTakeActor*)actor)->mHolder;
compat64	ptr-truncation	src/MoveBG/MapObjMamma.cpp	908	49	error	cast from 'JGeometry::TVec3<float>*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/MoveBG/MapObjMamma.cpp	startCameraShakeSE, (u32)&mPosition, nullptr,
compat64	ptr-truncation	src/MoveBG/MapObjPinna.cpp	979	29	error	cast from 'TFerrisWheel*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/MoveBG/MapObjPinna.cpp	reinterpret_cast<u32>(wheel), nullptr,
compat64	ptr-truncation	src/MoveBG/ModelGate.cpp	353	31	error	cast from 'u8*' {aka 'unsigned char*'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/MoveBG/ModelGate.cpp	= (u32)set->ytexture - (u32)&tex->mResources[0];
compat64	ptr-truncation	src/MoveBG/ModelGate.cpp	353	52	error	cast from 'ResTIMG*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/MoveBG/ModelGate.cpp	= (u32)set->ytexture - (u32)&tex->mResources[0];
compat64	ptr-truncation	src/MoveBG/ModelGate.cpp	355	31	error	cast from 'u8*' {aka 'unsigned char*'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/MoveBG/ModelGate.cpp	= (u32)set->utexture - (u32)&tex->mResources[1];
compat64	ptr-truncation	src/MoveBG/ModelGate.cpp	355	52	error	cast from 'ResTIMG*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/MoveBG/ModelGate.cpp	= (u32)set->utexture - (u32)&tex->mResources[1];
compat64	ptr-truncation	src/MoveBG/ModelGate.cpp	357	31	error	cast from 'u8*' {aka 'unsigned char*'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/MoveBG/ModelGate.cpp	= (u32)set->vtexture - (u32)&tex->mResources[2];
compat64	ptr-truncation	src/MoveBG/ModelGate.cpp	357	52	error	cast from 'ResTIMG*' to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/MoveBG/ModelGate.cpp	= (u32)set->vtexture - (u32)&tex->mResources[2];
