caller_nonexact_bytes	unit	symbol	ours	map	delta	nonexact_callers(size,fuzzy)
0	mario/JSystem/JAudio/JAInterface/JAIBasic	allocDvdBuffer__8JAIBasicFPUcUlUl	4	44	-40	
0	mario/JSystem/JAudio/JAInterface/JAIBasic	deallocDvdBuffer__8JAIBasicFPUc	4	36	-32	
0	mario/JSystem/JAudio/JAInterface/JAIBasic	getSeInfoMode__8JAIBasicFv	4	16	-12	
0	mario/JSystem/JAudio/JAInterface/JAIBasic	getSeInfoStartPointer__8JAIBasicFv	4	12	-8	
0	mario/JSystem/JAudio/JAInterface/JAIBasic	getSeInfoCategoryMax__8JAIBasicFv	4	8	-4	
0	mario/JSystem/JAudio/JAInterface/JAIBasic	setSeCancelSwitch__8JAIBasicFUcUc	4	88	-84	
0	mario/JSystem/JAudio/JAInterface/JAIBasic	allocStreamBuffer__8JAIBasicFPvl	4	88	-84	
0	mario/JSystem/JAudio/JAInterface/JAIBasic	deallocStreamBuffer__8JAIBasicFv	4	32	-28	
0	mario/JSystem/JAudio/JAInterface/JAIData	__ct__7JAIDataFv	4	76	-72	
0	mario/JSystem/JAudio/JAInterface/JAIData	clearAutoHeap__7JAIDataFP12JAIHeapBlock	4	60	-56	
0	mario/JSystem/JAudio/JAInterface/JAIData	clearAutoHeap__7JAIDataFUl	4	100	-96	
0	mario/JSystem/JAudio/JAInterface/JAIData	clearStayHeap__7JAIDataFUl	4	124	-120	
0	mario/JSystem/JAudio/JAInterface/JAIData	changeAutoHeapPointerToPosition__7JAIDataFPUc	4	72	-68	
0	mario/JSystem/JAudio/JAInterface/JAIData	stopPlayingSeq__7JAIDataFUl	4	112	-108	
0	mario/JSystem/JAudio/JAInterface/JAIData	getAutoHeapPointer__7JAIDataFUl	8	64	-56	
0	mario/JSystem/JAudio/JAInterface/JAIData	reloadInfoDataWork__7JAIDataFP13JAISoundTable	136	96	40	
0	mario/JSystem/JAudio/JAInterface/JAIData	setInfoDataPointer__7JAIDataFP13JAISoundTablePUc	140	432	-292	
0	mario/JSystem/JAudio/JAInterface/JAIEntry	checkSoundHandle__8JAIEntryFPP8JAISoundP8JAISound	4	80	-76	
0	mario/JSystem/JAudio/JAInterface/JAIEntry	checkAllSoundHandle__8JAIEntryFPP8JAISound	4	264	-260	
0	mario/JSystem/JAudio/JAInterface/JAIGFrameSe	clearSeqMuteFromSeStop__8JAIBasicFP8JAISound	228	224	4	
0	mario/JSystem/JAudio/JAInterface/JAIGFrameStream	deallocBuffer__Q27JAInter9StreamLibFv	4	96	-92	
0	mario/JSystem/JAudio/JAInterface/JAIGFrameStream	setBufferMode__Q27JAInter9StreamLibFb	4	8	-4	
0	mario/JSystem/JAudio/JAInterface/JAIGFrameStream	Hvqm_SetAudioDmaBuffers__Q27JAInter9StreamLibFUl	4	8	-4	
0	mario/JSystem/JAudio/JAInterface/JAIGFrameStream	getPrepareFlag__Q27JAInter9StreamLibFv	8	28	-20	
0	mario/JSystem/JAudio/JAInterface/JAIGFrameStream	setDecodedBufferBlocks__Q27JAInter9StreamLibFUl	4	36	-32	
0	mario/JSystem/JAudio/JAInterface/JAIGlobalParameter	setParamInitFileLoadSwitch__18JAIGlobalParameterFUc	4	12	-8	
0	mario/JSystem/JAudio/JAInterface/JAIGlobalParameter	setParamStreamDecodedBufferBlocks__18JAIGlobalParameterFUl	4	32	-28	
0	mario/JSystem/JAudio/JAInterface/JAIGlobalParameter	setParamPanDistanceMax__18JAIGlobalParameterFf	8	20	-12	
0	mario/JSystem/JAudio/JAInterface/JAIGlobalParameter	setParamPanAngleParameter__18JAIGlobalParameterFf	8	32	-24	
0	mario/JSystem/JAudio/JAInterface/JAIGlobalParameter	getParamInitFileLoadSwitch__18JAIGlobalParameterFv	8	12	-4	
0	mario/JSystem/JAudio/JAInterface/JAIGlobalParameter	getParamInitDataPointer__18JAIGlobalParameterFv	8	12	-4	
0	mario/JSystem/JAudio/JAInterface/JAIGlobalParameter	getParamSoundOutputMode__18JAIGlobalParameterFv	8	12	-4	
0	mario/JSystem/JAudio/JAInterface/JAIGlobalParameter	getParamInitDataLoadOffFlag__18JAIGlobalParameterFv	8	32	-24	
0	mario/JSystem/JAudio/JAInterface/JAIGlobalParameter	getParamStreamUseOffFlag__18JAIGlobalParameterFv	8	32	-24	
0	mario/JSystem/JAudio/JAInterface/JAIGlobalParameter	getParamSeDolbyCenterValue__18JAIGlobalParameterFv	28	8	20	
0	mario/JSystem/JAudio/JAInterface/JAIGlobalParameter	getParamSeqEntryCancelFlag__18JAIGlobalParameterFv	8	32	-24	
0	mario/JSystem/JAudio/JAInterface/JAIGlobalParameter	getParamStreamEntryCancelFlag__18JAIGlobalParameterFv	8	32	-24	
0	mario/JSystem/JAudio/JAInterface/JAISound	initMultiMoveParameter__8JAISoundFP14JAIMoveParaSetUcUlffUl	4	256	-252	
0	mario/JSystem/JAudio/JAInterface/JAISound	getDataInfoHeader__8JAISoundFv	4	120	-116	
0	mario/JSystem/JAudio/JAInterface/JAISound	start__8JAISoundFUl	4	64	-60	
0	mario/JSystem/JAudio/JAInterface/JAISound	setDirectVolume__8JAISoundFfUl	4	116	-112	
0	mario/JSystem/JAudio/JAInterface/JAISound	setDirectPan__8JAISoundFfUl	4	116	-112	
0	mario/JSystem/JAudio/JAInterface/JAISound	setDirectPitch__8JAISoundFfUl	4	116	-112	
0	mario/JSystem/JAudio/JAInterface/JAISound	setDirectFxmix__8JAISoundFfUl	4	116	-112	
0	mario/JSystem/JAudio/JAInterface/JAISound	setDirectDolby__8JAISoundFfUl	4	116	-112	
0	mario/JSystem/JAudio/JAInterface/JAISound	setPrepareFlag__8JAISoundFUc	4	96	-92	
0	mario/JSystem/JAudio/JAInterface/JAISound	checkReady__8JAISoundFv	4	108	-104	
0	mario/JSystem/JAudio/JAInterface/JAISound	setTrackVolume__8JAISoundFUcfUl	4	268	-264	
0	mario/JSystem/JAudio/JAInterface/JAISound	setTrackVolumeMulti__8JAISoundFUcUlfUl	4	240	-236	
0	mario/JSystem/JAudio/JAInterface/JAISound	setTrackMuteSwitch__8JAISoundFUcUc	4	196	-192	
0	mario/JSystem/JAudio/JAInterface/JAISound	setTrackMuteSwitchMulti__8JAISoundFUlUc	4	256	-252	
0	mario/JSystem/JAudio/JAInterface/JAISound	setTrackPan__8JAISoundFUcfUl	4	268	-264	
0	mario/JSystem/JAudio/JAInterface/JAISound	setTrackPanMulti__8JAISoundFUcUlfUl	4	240	-236	
0	mario/JSystem/JAudio/JAInterface/JAISound	setTrackPitch__8JAISoundFUcfUl	4	268	-264	
0	mario/JSystem/JAudio/JAInterface/JAISound	setTrackPitchMulti__8JAISoundFUcUlfUl	4	240	-236	
0	mario/JSystem/JAudio/JAInterface/JAISound	setTrackFxmix__8JAISoundFUcfUl	4	268	-264	
0	mario/JSystem/JAudio/JAInterface/JAISound	setTrackFxmixMulti__8JAISoundFUcUlfUl	4	240	-236	
0	mario/JSystem/JAudio/JAInterface/JAISound	setTrackDolby__8JAISoundFUcfUl	4	328	-324	
0	mario/JSystem/JAudio/JAInterface/JAISound	setTrackDolbyMulti__8JAISoundFUcUlfUl	4	236	-232	
0	mario/JSystem/JAudio/JAInterface/JAISound	setTrackFirU7__8JAISoundFUcUcUl	4	260	-256	
0	mario/JSystem/JAudio/JAInterface/JAISound	setTrackFirMultiU7__8JAISoundFUcUlUcUl	4	252	-248	
0	mario/JSystem/JAudio/JAInterface/JAISound	setSeInterFir__8JAISoundFUcUcUlUc	4	164	-160	
0	mario/JSystem/JAudio/JAInterface/JAISound	getSePortData__8JAISoundFUc	4	60	-56	
0	mario/JSystem/JAudio/JAInterface/JAISound	setStreamMode__8JAISoundFUl	4	100	-96	
0	mario/JSystem/JAudio/JAInterface/JAISound	setStreamPrepareFlag__8JAISoundFUc	4	88	-84	
0	mario/JSystem/JAudio/JAInterface/JAISound	checkStreamReady__8JAISoundFv	4	112	-108	
0	mario/JSystem/JAudio/JAInterface/JAISound	setSeqPrepareFlag__8JAISoundFUc	4	104	-100	
0	mario/JSystem/JAudio/JAInterface/JAISound	checkSeqReady__8JAISoundFv	4	140	-136	
0	mario/JSystem/JAudio/JAInterface/JAISound	getVolume__8JAISoundFUc	4	116	-112	
0	mario/JSystem/JAudio/JAInterface/JAISound	getPan__8JAISoundFUc	4	84	-80	
0	mario/JSystem/JAudio/JAInterface/JAISound	getPitch__8JAISoundFUc	4	116	-112	
0	mario/JSystem/JAudio/JAInterface/JAISound	getFxmix__8JAISoundFUc	4	84	-80	
0	mario/JSystem/JAudio/JAInterface/JAISound	getDolby__8JAISoundFUc	4	84	-80	
0	mario/JSystem/JAudio/JAInterface/JAISound	getTempoProportion__8JAISoundFv	4	68	-64	
0	mario/JSystem/JAudio/JAInterface/JAISound	getPortData__8JAISoundFUc	4	120	-116	
0	mario/JSystem/JAudio/JAInterface/JAISound	getSeqInterPan__8JAISoundFUc	4	84	-80	
0	mario/JSystem/JAudio/JAInterface/JAISound	getSeqInterPitch__8JAISoundFUc	4	84	-80	
0	mario/JSystem/JAudio/JAInterface/JAISound	getSeqInterFxmix__8JAISoundFUc	4	84	-80	
0	mario/JSystem/JAudio/JAInterface/JAISound	getSeqInterDolby__8JAISoundFUc	4	84	-80	
0	mario/JSystem/JAudio/JAInterface/JAISound	getSeqTempoProportion__8JAISoundFv	4	64	-60	
0	mario/JSystem/JAudio/JAInterface/JAISound	getSeqPortData__8JAISoundFUc	4	64	-60	
0	mario/JSystem/JAudio/JAInterface/JAISound	getTrackParameterU7__8JAISoundFUcSc	4	320	-316	
0	mario/JSystem/JAudio/JAInterface/JAISound	getTrackParameterF32__8JAISoundFUcSc	4	232	-228	
0	mario/JSystem/JAudio/JAInterface/JAISound	getPointer__8JAISoundFUcSc	4	8	-4	
0	mario/JSystem/JAudio/JAInterface/JAISound	getTrackPortData__8JAISoundFUcUc	4	132	-128	
0	mario/JSystem/JAudio/JAInterface/JAISound	getSeParametermeterF32__8JAISoundFUcUc	4	272	-268	
0	mario/JSystem/JAudio/JAInterface/JAISound	getStreamInterPitch__8JAISoundFUc	4	144	-140	
0	mario/JSystem/JAudio/JAInterface/JAISystemInterface	JAIouterP__18JAISystemInterfaceFPv	8	24	-16	
0	mario/JSystem/JAudio/JAInterface/JAISystemInterface	JAIouterSW__18JAISystemInterfaceFPv	8	68	-60	
0	mario/JSystem/JAudio/JAInterface/JAISystemInterface	setAudioFrameParameter__18JAISystemInterfaceFPQ38JASystem6Kernel9TPortArgs	4	176	-172	
0	mario/JSystem/JAudio/JALibrary/JALCalc	getParamByExp_0_1__7JALCalcFffffQ27JALCalc9CurveSign	8	292	-284	
0	mario/JSystem/JAudio/JALibrary/JALCalc	getRandom_Sign__7JALCalcFv	8	168	-160	
0	mario/JSystem/JAudio/JALibrary/JALCalc	pow2__7JALCalcFf	8	36	-28	
0	mario/JSystem/JAudio/JALibrary/JALCalc	getRint__7JALCalcFf	8	80	-72	
0	mario/JSystem/JAudio/JASystem/JASAiCtrl	registerDacCallback__Q28JASystem6KernelFPFPsl_v	4	8	-4	
0	mario/JSystem/JAudio/JASystem/JASAudioThread	bootDSP__Q28JASystem11AudioThreadFv	4	60	-56	
0	mario/JSystem/JAudio/JASystem/JASBasicInst	getEffect__Q28JASystem10TBasicInstFi	16	36	-20	
0	mario/JSystem/JAudio/JASystem/JASBasicInst	getOsc__Q28JASystem10TBasicInstFi	16	36	-20	
0	mario/JSystem/JAudio/JASystem/JASCalc	sinfM__Q28JASystem4CalcFf	8	84	-76	
0	mario/JSystem/JAudio/JASystem/JASCalc	cosfM__Q28JASystem4CalcFf	8	84	-76	
0	mario/JSystem/JAudio/JASystem/JASCalc	limit16__Q28JASystem4CalcFl	8	36	-28	
0	mario/JSystem/JAudio/JASystem/JASCalc	mixcopy__Q28JASystem4CalcFPCsPCsPsl	4	80	-76	
0	mario/JSystem/JAudio/JASystem/JASCalc	bcopyW__Q28JASystem4CalcFPCsPsl	4	220	-216	
0	mario/JSystem/JAudio/JASystem/JASCalc	hannWindow__Q28JASystem4CalcFPsl	4	232	-228	
0	mario/JSystem/JAudio/JASystem/JASCalc	hammWindow__Q28JASystem4CalcFPsl	4	244	-240	
0	mario/JSystem/JAudio/JASystem/JASCalc	fft__Q28JASystem4CalcFPfPfll	4	1232	-1228	
0	mario/JSystem/JAudio/JASystem/JASCallback	setNumOfCallbacks__Q28JASystem6KernelFUl	4	8	-4	
0	mario/JSystem/JAudio/JASystem/JASCallback	rejectCallback__Q28JASystem6KernelFPFPv_lPv	4	140	-136	
0	mario/JSystem/JAudio/JASystem/JASChannel	overwriteOscMultiple__Q28JASystem8TChannelFPQ38JASystem11TOscillator4Osc_PQ38JASystem11TOscillator4Osc_PQ38JASystem11TOscillator4Osc_PQ38JASystem11TOscillator4Osc_	4	412	-408	
0	mario/JSystem/JAudio/JASystem/JASChannel	initOscForOscSound__Q28JASystem8TChannelFv	4	96	-92	
0	mario/JSystem/JAudio/JASystem/JASChannel	setPanParam__Q28JASystem8TChannelFPCfPCfPCf	4	52	-48	
0	mario/JSystem/JAudio/JASystem/JASChannel	setFxParam__Q28JASystem8TChannelFPCfPCfPCf	4	52	-48	
0	mario/JSystem/JAudio/JASystem/JASChannel	setDolbyParam__Q28JASystem8TChannelFPCfPCfPCf	4	52	-48	
0	mario/JSystem/JAudio/JASystem/JASChannelMgr	countList__Q28JASystem11TChannelMgrCFUl	8	112	-104	
0	mario/JSystem/JAudio/JASystem/JASCmdStack	cancelPortCmd__Q38JASystem6Kernel8TPortCmdFPQ38JASystem6Kernel9TPortHead	4	220	-216	
0	mario/JSystem/JAudio/JASystem/JASCmdStack	cancelPortCmdStay__Q38JASystem6Kernel8TPortCmdFv	4	36	-32	
0	mario/JSystem/JAudio/JASystem/JASDSPInterface	cacheChannelAll__Q28JASystem12DSPInterfaceFv	4	40	-36	
0	mario/JSystem/JAudio/JASystem/JASDSPInterface	changeFXLineParam__Q38JASystem12DSPInterface8FXBufferFUcUl	4	228	-224	
0	mario/JSystem/JAudio/JASystem/JASDSPInterface	setPitchIndirect__Q38JASystem12DSPInterface9DSPBufferFff	4	64	-60	
0	mario/JSystem/JAudio/JASystem/JASDSPInterface	cacheChannel__Q38JASystem12DSPInterface9DSPBufferFv	4	36	-32	
0	mario/JSystem/JAudio/JASystem/JASDrumSet	getEffect__Q38JASystem8TDrumSet5TPercFi	16	36	-20	
0	mario/JSystem/JAudio/JASystem/JASDvdThread	setRootPath__Q28JASystem3DvdFPc	4	120	-116	
0	mario/JSystem/JAudio/JASystem/JASDvdThread	setBufferDvdT__Q28JASystem3DvdFPUcUlUl	4	88	-84	
0	mario/JSystem/JAudio/JASystem/JASDvdThread	closeBufferDvdT__Q28JASystem3DvdFPUc	4	188	-184	
0	mario/JSystem/JAudio/JASystem/JASDvdThread	getCurrentBufferDvdT__Q28JASystem3DvdFPPUc	4	16	-12	
0	mario/JSystem/JAudio/JASystem/JASDvdThread	setFastOpenMaxDic__Q28JASystem3DvdFl	4	16	-12	
0	mario/JSystem/JAudio/JASystem/JASHardStream	init__Q28JASystem10HardStreamFv	4	184	-180	
0	mario/JSystem/JAudio/JASystem/JASHardStream	setMaxBgmPairs__Q28JASystem10HardStreamFUl	4	8	-4	
0	mario/JSystem/JAudio/JASystem/JASHardStream	setMaxFilenames__Q28JASystem10HardStreamFUl	4	8	-4	
0	mario/JSystem/JAudio/JASystem/JASHardStream	setRootDir__Q28JASystem10HardStreamFPCc	4	124	-120	
0	mario/JSystem/JAudio/JASystem/JASHardStream	setMasterVol__Q28JASystem10HardStreamFf	4	84	-80	
0	mario/JSystem/JAudio/JASystem/JASHardStream	setFile__Q28JASystem10HardStreamFUlPCcf	4	204	-200	
0	mario/JSystem/JAudio/JASystem/JASHardStream	setBgmPair__Q28JASystem10HardStreamFUlUsUs	4	200	-196	
0	mario/JSystem/JAudio/JASystem/JASHardStream	registBgmPair__Q28JASystem10HardStreamFUlUl	4	336	-332	
0	mario/JSystem/JAudio/JASystem/JASHardStream	unregistBgmPair__Q28JASystem10HardStreamFUl	4	116	-112	
0	mario/JSystem/JAudio/JASystem/JASHardStream	playBgm__Q28JASystem10HardStreamFUl	4	172	-168	
0	mario/JSystem/JAudio/JASystem/JASHardStream	stopBgm__Q28JASystem10HardStreamFUl	4	204	-200	
0	mario/JSystem/JAudio/JASystem/JASHardStream	checkPlaying__Q28JASystem10HardStreamFv	8	72	-64	
0	mario/JSystem/JAudio/JASystem/JASHardStream	moveVolume__Q28JASystem10HardStreamFfUl	4	120	-116	
0	mario/JSystem/JAudio/JASystem/JASHardStream	getFreeList__Q28JASystem10HardStreamFv	8	60	-52	
0	mario/JSystem/JAudio/JASystem/JASHardStream	setMasterVol__Q38JASystem10HardStream8TControlFf	4	8	-4	
0	mario/JSystem/JAudio/JASystem/JASHardStream	extendFilename__Q38JASystem10HardStream8TControlFPcPc	4	84	-80	
0	mario/JSystem/JAudio/JASystem/JASHardStream	msecToFrames__Q38JASystem10HardStream8TControlFUl	8	136	-128	
0	mario/JSystem/JAudio/JASystem/JASHardStream	__ct__Q38JASystem10HardStream15THardStreamFileFv	4	60	-56	
0	mario/JSystem/JAudio/JASystem/JASHardStream	setNameVol__Q38JASystem10HardStream15THardStreamFileFPCcf	4	60	-56	
0	mario/JSystem/JAudio/JASystem/JASHardStream	__ct__Q38JASystem10HardStream9TPlayPairFv	4	28	-24	
0	mario/JSystem/JAudio/JASystem/JASHardStream	getRegisted__Q38JASystem10HardStream9TPlayPairFv	8	40	-32	
0	mario/JSystem/JAudio/JASystem/JASHeapCtrl	getUnlockHeap__Q38JASystem6Kernel5THeapFv	8	44	-36	
0	mario/JSystem/JAudio/JASystem/JASHeapCtrl	checkAlloc__Q38JASystem6Kernel5THeapFv	4	28	-24	
0	mario/JSystem/JAudio/JASystem/JASHeapCtrl	init__Q38JASystem6Kernel5THeapFv	4	68	-64	
0	mario/JSystem/JAudio/JASystem/JASHeapCtrl	selfInit__Q38JASystem6Kernel5THeapFUlUlUl	4	56	-52	
0	mario/JSystem/JAudio/JASystem/JASHeapCtrl	setGroupHeap__Q38JASystem6Kernel5THeapFPQ38JASystem6Kernel5THeap	4	56	-52	
0	mario/JSystem/JAudio/JASystem/JASHeapCtrl	cutDown__Q38JASystem6Kernel5THeapFv	4	12	-8	
0	mario/JSystem/JAudio/JASystem/JASHeapCtrl	garbageCollectionSt__Q38JASystem6Kernel5THeapFv	4	220	-216	
0	mario/JSystem/JAudio/JASystem/JASHeapCtrl	checkFreeHeapTotal__Q38JASystem6Kernel5THeapFv	4	88	-84	
0	mario/JSystem/JAudio/JASystem/JASHeapCtrl	checkFreeHeapLinear__Q38JASystem6Kernel5THeapFv	4	92	-88	
0	mario/JSystem/JAudio/JASystem/JASHeapCtrl	show__Q38JASystem6Kernel5THeapFUl	4	160	-156	
0	mario/JSystem/JAudio/JASystem/JASHeapCtrl	moveChildren__Q38JASystem6Kernel5THeapFl	4	164	-160	
0	mario/JSystem/JAudio/JASystem/JASHeapCtrl	aramFinish__Q28JASystem6KernelFUl	4	44	-40	
0	mario/JSystem/JAudio/JASystem/JASHeapCtrl	dmaAramToAram__Q28JASystem6KernelFUlUlUl	4	232	-228	
0	mario/JSystem/JAudio/JASystem/JASHeapCtrl	dmaDramToDram__Q28JASystem6KernelFUlUlUl	4	252	-248	
0	mario/JSystem/JAudio/JASystem/JASHeapCtrl	freeLast__Q38JASystem6Kernel10TSolidHeapFv	4	52	-48	
0	mario/JSystem/JAudio/JASystem/JASHeapCtrl	freeAll__Q38JASystem6Kernel10TSolidHeapFv	4	24	-20	
0	mario/JSystem/JAudio/JASystem/JASKernelDebug	stackCheck__Q28JASystem6KernelFPUx	4	92	-88	
0	mario/JSystem/JAudio/JASystem/JASKernelDebug	setLdHistMax__Q28JASystem6KernelFl	4	8	-4	
0	mario/JSystem/JAudio/JASystem/JASKernelDebug	checkLdHistInit__Q28JASystem6KernelFv	4	92	-88	
0	mario/JSystem/JAudio/JASystem/JASKernelDebug	checkLdHistIn__Q28JASystem6KernelFUlPUcUl	4	144	-140	
0	mario/JSystem/JAudio/JASystem/JASKernelDebug	checkLdHistOut__Q28JASystem6KernelFv	4	64	-60	
0	mario/JSystem/JAudio/JASystem/JASKernelDebug	checkLdHistPrint__Q28JASystem6KernelFv	4	100	-96	
0	mario/JSystem/JAudio/JASystem/JASProbe	switchProbe__Q28JASystem6KernelFUll	4	564	-560	
0	mario/JSystem/JAudio/JASystem/JASProbe	resetProbe__Q28JASystem6KernelFv	4	468	-464	
0	mario/JSystem/JAudio/JASystem/JASProbe	getProbeName__Q28JASystem6KernelFl	4	16	-12	
0	mario/JSystem/JAudio/JASystem/JASProbe	getProbeLast__Q28JASystem6KernelFl	4	20	-16	
0	mario/JSystem/JAudio/JASystem/JASProbe	getProbeAvg__Q28JASystem6KernelFl	4	20	-16	
0	mario/JSystem/JAudio/JASystem/JASProbe	getProbeTotalAvg__Q28JASystem6KernelFl	4	28	-24	
0	mario/JSystem/JAudio/JASystem/JASProbe	getProbeTotal__Q28JASystem6KernelFl	4	20	-16	
0	mario/JSystem/JAudio/JASystem/JASProbe	getProbeMax__Q28JASystem6KernelFl	4	20	-16	
0	mario/JSystem/JAudio/JASystem/JASRegisterParam	setBankNumber__Q28JASystem14TRegisterParamFUc	4	48	-44	
0	mario/JSystem/JAudio/JASystem/JASSystemHeap	getSysDramRemain__Q28JASystem6KernelFv	8	48	-40	
0	mario/JSystem/JAudio/JASystem/JASSystemHeap	setSysDramSize__Q28JASystem6KernelFUl	4	8	-4	
0	mario/JSystem/JAudio/JASystem/JASSystemHeap	getSysDramSize__Q28JASystem6KernelFv	8	12	-4	
0	mario/JSystem/JAudio/JASystem/JASSystemHeap	getSysDramTop__Q28JASystem6KernelFv	8	12	-4	
0	mario/JSystem/JAudio/JASystem/JASSystemHeap	setSysAramSize__Q28JASystem6KernelFUl	4	8	-4	
0	mario/JSystem/JAudio/JASystem/JASSystemHeap	allocFromSysAram__Q28JASystem6KernelFUl	8	44	-36	
0	mario/JSystem/JAudio/JASystem/JASSystemHeap	freeToSysAramLast__Q28JASystem6KernelFv	4	40	-36	
0	mario/JSystem/JAudio/JASystem/JASSystemHeap	getSysAramRemain__Q28JASystem6KernelFv	8	40	-32	
0	mario/JSystem/JAudio/JASystem/JASSystemHeap	getSysAramSize__Q28JASystem6KernelFv	8	16	-8	
0	mario/JSystem/JAudio/JASystem/JASTrack	setBankNumber__Q28JASystem6TTrackFUc	4	40	-36	
0	mario/JSystem/JAudio/JASystem/JASTrack	getNoteStatus__Q28JASystem6TTrackFUc	8	40	-32	
0	mario/JSystem/JAudio/JASystem/JASTrack	muteChildTracks__Q28JASystem6TTrackFUs	4	112	-108	
0	mario/JSystem/JAudio/JASystem/JASTrack	setTrackExtPanPower__Q28JASystem6TTrackFf	4	52	-48	
0	mario/JSystem/JAudio/JASystem/JASTrack	checkExportApp__Q28JASystem6TTrackFUl	4	116	-112	
0	mario/JSystem/JAudio/JASystem/JASTrack	checkImportApp__Q28JASystem6TTrackFUl	4	116	-112	
0	mario/JSystem/JAudio/JASystem/JASTrackMgr	getTrackHandle__Q28JASystem8TrackMgrFUl	8	80	-72	
0	mario/JSystem/JAudio/JASystem/JASTrackMgr	setPause__Q28JASystem8TrackMgrFPQ38JASystem6Kernel9TPortArgs	4	116	-112	
0	mario/JSystem/JAudio/JASystem/JASTrackMgr	clearPause__Q28JASystem8TrackMgrFPQ38JASystem6Kernel9TPortArgs	4	116	-112	
0	mario/JSystem/JAudio/JASystem/JASTrackPort	readWriteCheck__Q28JASystem10TTrackPortFUlUc	4	96	-92	
0	mario/JSystem/JAudio/JASystem/JASVload	setMaxArcs__Q28JASystem5VloadFl	4	8	-4	
0	mario/JSystem/JAudio/JASystem/JASVload	getLogicalHandleS__Q28JASystem5VloadFPcPc	8	220	-212	
0	mario/JSystem/JAudio/JASystem/JASVload	getLogicalHandle__Q28JASystem5VloadFPc	8	352	-344	
0	mario/JSystem/JAudio/JASystem/JASVload	getHandle__Q28JASystem5VloadFUl	8	92	-84	
0	mario/JSystem/JAudio/JASystem/JASVload	getMemoryFile__Q28JASystem5VloadFUl	8	100	-92	
0	mario/JSystem/JAudio/JASystem/JASWaveArcLoader	init__Q28JASystem13WaveArcLoaderFUl	4	84	-80	
0	mario/JSystem/JDrama/JDRDStage	__ct__Q26JDrama10TDStageTexFPCcQ26JDrama10TFlagT<Us>	108	256	-148	
0	mario/JSystem/JDrama/JDRDStage	getClearColor__Q26JDrama10TDStageTexFv	4	32	-28	
0	mario/JSystem/JDrama/JDRDStage	setClearColor__Q26JDrama10TDStageTexFQ28JUtility6TColor	4	16	-12	
0	mario/JSystem/JDrama/JDRDStage	getClearZ__Q26JDrama10TDStageTexFv	4	12	-8	
0	mario/JSystem/JDrama/JDRDStage	setClearZ__Q26JDrama10TDStageTexFUl	4	12	-8	
0	mario/JSystem/JDrama/JDRDStage	getSrcRect__Q26JDrama10TDStageTexCFv	4	12	-8	
0	mario/JSystem/JDrama/JDRDStage	setSrcRect__Q26JDrama10TDStageTexFRCQ26JDrama5TRect	4	36	-32	
0	mario/JSystem/JDrama/JDRDStage	getImgPtr__Q26JDrama10TDStageTexCFv	4	12	-8	
0	mario/JSystem/JDrama/JDRDStage	setImgPtr__Q26JDrama10TDStageTexFPv	4	12	-8	
0	mario/JSystem/JDrama/JDRDStage	getTexFmt__Q26JDrama10TDStageTexCFv	4	12	-8	
0	mario/JSystem/JDrama/JDRDStage	setTexFmt__Q26JDrama10TDStageTexF9_GXTexFmt	4	12	-8	
0	mario/JSystem/JDrama/JDRDStage	getDstSize__Q26JDrama10TDStageTexCFv	4	12	-8	
0	mario/JSystem/JDrama/JDRDStage	setDstSize__Q26JDrama10TDStageTexFRCQ26JDrama5TSize	4	24	-20	
0	mario/JSystem/JDrama/JDRDStage	setTexAttb__Q26JDrama10TDStageTexFRC9_GXTexObj	4	36	-32	
0	mario/JSystem/JDrama/JDRDStage	__dt__Q26JDrama10TDStageTexFv	116	132	-16	
0	mario/JSystem/JDrama/JDRScreen	isScissor__Q26JDrama7TScreenCFv	4	24	-20	
0	mario/JSystem/JGadget/singlelinklist	erase__Q27JGadget19TSingleNodeLinkListFQ37JGadget19TSingleNodeLinkList8iterator	4	92	-88	
0	mario/JSystem/JGadget/singlelinklist	erase__Q27JGadget19TSingleNodeLinkListFQ37JGadget19TSingleNodeLinkList8iteratorQ37JGadget19TSingleNodeLinkList8iterator	4	72	-68	
0	mario/JSystem/JGadget/singlelinklist	clear__Q27JGadget19TSingleNodeLinkListFv	4	24	-20	
0	mario/JSystem/JGadget/singlelinklist	splice__Q27JGadget19TSingleNodeLinkListFQ37JGadget19TSingleNodeLinkList8iteratorRQ27JGadget19TSingleNodeLinkList	4	88	-84	
0	mario/JSystem/JGadget/singlelinklist	splice__Q27JGadget19TSingleNodeLinkListFQ37JGadget19TSingleNodeLinkList8iteratorRQ27JGadget19TSingleNodeLinkListQ37JGadget19TSingleNodeLinkList8iterator	4	152	-148	
0	mario/JSystem/JGadget/singlelinklist	splice__Q27JGadget19TSingleNodeLinkListFQ37JGadget19TSingleNodeLinkList8iteratorRQ27JGadget19TSingleNodeLinkListQ37JGadget19TSingleNodeLinkList8iteratorQ37JGadget19TSingleNodeLinkList8iterator	4	232	-228	
0	mario/JSystem/JGadget/singlelinklist	swap__Q27JGadget19TSingleNodeLinkListFRQ27JGadget19TSingleNodeLinkList	4	152	-148	
0	mario/JSystem/JGadget/singlelinklist	reverse__Q27JGadget19TSingleNodeLinkListFv	4	152	-148	
0	mario/JSystem/JGadget/singlelinklist	Find__Q27JGadget19TSingleNodeLinkListFPCQ27JGadget19TSingleLinkListNode	4	132	-128	
